iteration,batch,learning_rate,ctc_loss,decoded_text 
6,68,0.01,1031.8,gagagagagagagagagagagagagagagagagagagagagagagagagagagagag
6,69,0.01,956.23,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
6,70,0.01,1099.93,gagagagagagagagagagagagagagagagagagagagagagagagagagagag
6,71,0.01,750.802,gagagagagagagagagagagagagagagagagagagagag
6,72,0.01,1144.66,g g g g g g g g g g g
6,73,0.01,831.074,g g g
6,74,0.01,1024.75,gig g g g g g g g g g g g
6,75,0.01,1245.59,gig g g g g g g g g g g
6,76,0.01,1166.79,g g g g g g
6,77,0.01,518.874,g g g g g g
6,78,0.01,1309.01,g g g g g g g g g g g g g
6,79,0.01,1089.84,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
6,80,0.01,651.313,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
6,81,0.01,830.95,gagagagagagagagagagagagagagagagagagagagagagag
6,82,0.01,1333.46,gagagagagagagagagagagagagagagagagag
6,83,0.01,1128.09,gdgagagagagagagagagagagagagagag
6,84,0.01,787.097,gdgagagagagagagagagagagagagagagag
6,85,0.01,1039.07,gigagagagagagagagagagagagagagagagag
6,86,0.01,953.327,g g
6,87,0.01,1097.05,g g
6,88,0.01,783.422,g
6,89,0.01,1154.53,g g
6,90,0.01,930.186,g g g g g
6,91,0.01,1009.32,g g g g g g g g g g g g g g g g g g g
6,92,0.01,989.556,gig g g g g g g g g g g g g
6,93,0.01,1046.32,gig g g g g g
6,94,0.01,867.994,gagag
6,95,0.01,1319.99,g gagagagag
6,96,0.01,1088.32,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
6,97,0.01,668.123,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
6,98,0.01,846.83,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
6,99,0.01,1318.31,g
6,100,0.01,1115.35,g
6,101,0.01,783.833,g
6,102,0.01,1039.4,gagagagagagagagagagagagagagag
6,103,0.01,948.596,g gagagagagagagagagagagagagagagagagagag
6,104,0.01,1099.63,g gagagagagagagagagagagagagagagagagagagagagagagagagag
7,0,0.01,752.599,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,1,0.01,1150.53,gagag
7,2,0.01,835.819,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
7,3,0.01,1005.04,g g g g g g g g g g g g g g g g g g g g g g
7,4,0.01,1220.09,g g g g g g g g g g g g g g g g g
7,5,0.01,1154.82,g
7,6,0.01,862.177,g g g g g
7,7,0.01,1256.12,gagagagagagagagagagag
7,8,0.01,1088.36,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,9,0.01,654.401,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,10,0.01,833.634,gagagagagagagag
7,11,0.01,1329.36,gagagagagagagagagagagagagagagagagag
7,12,0.01,1124.56,gagagagagagagagagagagagagag
7,13,0.01,785.796,gagagagagagagagagagagagagagagag
7,14,0.01,1037.63,gagagagagagagagagagagagagagagagagagag
7,15,0.01,944.679,gagagagagagagagagagagagagagagagagagagagagagagagag
7,16,0.01,1073.44,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,17,0.01,758.922,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,18,0.01,1147.36,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
7,19,0.01,832.71,g g g g g g g g g g g g g g g g g g g g g g g g g g g
7,20,0.01,1009.78,g g g g g g g g g g g g g g g g g g g
7,21,0.01,1235.34,gig g g g g g g g g g g g g
7,22,0.01,1165.6,gig g g g g g g g g g g g g
7,23,0.01,861.754,g
7,24,0.01,1309.0,gag
7,25,0.01,1094.13,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,26,0.01,663.277,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,27,0.01,837.13,gagagagagagagagagagagagagagagag
7,28,0.01,1324.69,gagagagagagagagagagagagagagagagagagagag
7,29,0.01,1124.31,gagagagagagagagagagagagagagag
7,30,0.01,786.033,gag
7,31,0.01,1048.62,gagagagagagagagagagagagagagagagag
7,32,0.01,949.318,gagagagagagagagagagagagagagagagagagagag
7,33,0.01,1106.56,g
7,34,0.01,653.869,g
7,35,0.01,1457.59,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
7,36,0.01,952.745,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
7,37,0.01,1253.79,g
7,38,0.01,1233.22,ig
7,39,0.01,966.836,ig
7,40,0.01,994.545,ig
7,41,0.01,1056.35,gag
7,42,0.01,1068.07,gagagagag
7,43,0.01,1494.86,gag
7,44,0.01,1323.34,gag
7,45,0.01,935.432,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,46,0.01,1013.03,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,47,0.01,869.058,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,48,0.01,1007.54,g g g g g g g g g g g g g g g g g g g g g g g g g
7,49,0.01,1245.23,g g g g g g g g g g g g g g g g g
7,50,0.01,1221.43,g g g g g g g g g g g g g g g g
7,51,0.01,981.264,g g g g g g g g g g g g g g g g g
7,52,0.01,821.653,g g g g g g g g g g g g g g g g g g g g g
7,53,0.01,701.751,ig g g g g g g g g g g g g g g g g g g g g g g g g g
7,54,0.01,956.58,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
7,55,0.01,1315.95,g g g g g g g g g g g g g g g g g g g g g g g g g g g g
7,56,0.01,1148.19,g g g g g g g g g g g g g g g g g g g g g g g g g g g g g g
7,57,0.01,839.107,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,58,0.01,1009.71,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,59,0.01,1223.02,gagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,60,0.01,1110.24,gagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,61,0.01,865.344,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,62,0.01,809.736,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,63,0.01,625.807,gag
7,64,0.01,824.191,gag
7,65,0.01,1350.86,g g
7,66,0.01,1129.13,g
7,67,0.01,784.414,g
7,68,0.01,1026.9,g g g g g
7,69,0.01,954.965,gagagagagagagagagagagagagagagagagagagagag
7,70,0.01,1101.55,gagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,71,0.01,750.704,gagagagagagagagagagagagagagagagagagagagagagagagagagag
7,72,0.01,1144.24,gagagagagag
7,73,0.01,831.841,g
7,74,0.01,1023.81,g
7,75,0.01,1249.89,g g g g g g
7,76,0.01,1166.08,g
7,77,0.01,511.367,g
7,78,0.01,1308.35,gagagagagagagagagagagagag
7,79,0.01,1092.77,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,80,0.01,661.293,gagagagagagagagagagagagagagagagagagagagagagagagagagagagag
7,81,0.01,835.588,gagagagagagagagagagagagagag
7,82,0.01,1328.71,g
7,83,0.01,1123.81,gagagagagagagagagagagagag
7,84,0.01,786.778,gagagagagag
7,85,0.01,1040.45,gagagagagagagagagagagagagagagagag
7,86,0.01,955.141,gagagagagagagagagagagagagagagagagagagagagagagag
7,87,0.01,1098.87,gagagag
7,88,0.01,783.18,gag
7,89,0.01,1152.35,gag
7,90,0.01,932.066,g g
7,91,0.01,1008.06,g g g g g g g g g g g g g g g g g g g g g g g g
7,92,0.01,982.584,g g g g g g g g g g g g g g g g g g g g
7,93,0.01,1046.49,g g g g g g g g g g g g g g g g g g
7,94,0.01,871.658,g g g g g g
7,95,0.01,1326.28,g
7,96,0.01,1078.43,g
7,97,0.01,652.101,gagagagagagagagagagagag
7,98,0.01,843.707,gagagagagagagagagagagagagag
7,99,0.01,1315.88,gagagag
7,100,0.01,1111.99,gagagagagagagagagagagagagagagagagagagagagagag
7,101,0.01,783.643,gagagagagagagagagagagagagagagagagagagagagagag
7,102,0.01,1037.67,gagagagagagagagagagagagagagagagagagagagagagag
7,103,0.01,947.009,gagagag
7,104,0.01,1098.48,gagagagag
8,0,0.01,747.694,gagagagagagag
8,1,0.01,1146.82,g
8,2,0.01,832.446,g
8,3,0.01,1007.69,g
8,4,0.01,1220.86,g
8,5,0.01,1154.08,g
8,6,0.01,868.457,g
8,7,0.01,1255.72,gagagagagagagagag
8,8,0.01,1088.8,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,9,0.01,648.272,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,10,0.01,828.491,gagagagagagagagagagagagagagagagagagagagagagagagagagag
8,11,0.01,1337.4,g
8,12,0.01,1131.22,gagagagagagagagagagagagagag
8,13,0.01,787.814,g
8,14,0.01,1037.65,gagagagag
8,15,0.01,945.936,g
8,16,0.01,1072.89,g
8,17,0.01,760.135,g
8,18,0.01,1148.16,g
8,19,0.01,831.75,g
8,20,0.01,1011.86,g
8,21,0.01,1240.21,geg g g g g g g g g g g g g
8,22,0.01,1170.46,gig g g g g
8,23,0.01,863.335,g
8,24,0.01,1312.29,g
8,25,0.01,1092.52,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,26,0.01,668.624,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,27,0.01,841.336,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,28,0.01,1321.45,gagagagagagagagagagagagagagagagagagagagagag
8,29,0.01,1119.9,gagagagagagagagagagagagagagagag
8,30,0.01,785.425,gagagagagagagagagagagagagagag
8,31,0.01,1046.87,gagagagagag
8,32,0.01,950.148,g
8,33,0.01,1103.93,gagagagagag
8,34,0.01,655.029,g
8,35,0.01,1457.04,g
8,36,0.01,954.766,g
8,37,0.01,1252.86,g
8,38,0.01,1231.12,dg
8,39,0.01,967.032,dg
8,40,0.01,995.906,dg
8,41,0.01,1057.83,gagagagagagag
8,42,0.01,1067.3,gagagagagag
8,43,0.01,1496.06,gagagagagagagagagagagagagagagagagagagagagagagagagag
8,44,0.01,1321.46,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,45,0.01,932.99,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,46,0.01,1013.73,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,47,0.01,871.266,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,48,0.01,1007.59,g g g g g g g g g g g g g g g g g g g g g g g g g g g g
8,49,0.01,1243.58,g g g g g g g g g g g g g g g g g g g
8,50,0.01,1219.47,geg g g g g g g g g g g g g g g
8,51,0.01,977.43,gig g g g g g g g g g g g g g g g
8,52,0.01,819.435,g g g g g g g g g g g g g g g g g g g
8,53,0.01,699.653,g g g g g g g g g g g g g g g g g g g g g g g
8,54,0.01,955.946,g g g g g g g g g g g g g g g g g g g g g g g g g
8,55,0.01,1313.0,g g g g g g g g g g g g g g g g g g g g g g g g
8,56,0.01,1144.84,dg g g g g g g g g g g g g g g g g g g g g g g g g g g
8,57,0.01,838.229,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,58,0.01,1008.71,gagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,59,0.01,1222.99,gagagagagagagagagagagagagagagagagagagagagagagagagagag
8,60,0.01,1109.76,gagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,61,0.01,863.319,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,62,0.01,808.023,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,63,0.01,626.098,gagagagag
8,64,0.01,823.161,g
8,65,0.01,1347.87,g
8,66,0.01,1128.06,g
8,67,0.01,784.907,g
8,68,0.01,1026.55,g g g g g g
8,69,0.01,954.371,gagagagagagagagagagagagagagagagagagagagag
8,70,0.01,1099.54,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,71,0.01,751.537,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,72,0.01,1143.93,gagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,73,0.01,831.286,g
8,74,0.01,1022.02,g
8,75,0.01,1251.62,g g g
8,76,0.01,1168.59,g
8,77,0.01,507.377,g
8,78,0.01,1310.84,g
8,79,0.01,1092.77,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,80,0.01,663.481,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
8,81,0.01,838.86,gagagagagagagagagag
8,82,0.01,1323.68,gagagagagagag
8,83,0.01,1120.4,g
8,84,0.01,788.01,g
8,85,0.01,1041.75,gagagagagag
8,86,0.01,956.033,gagagagag
8,87,0.01,1094.99,gagagagag
8,88,0.01,776.57,gag
8,89,0.01,1156.42,g
8,90,0.01,935.561,g
8,91,0.01,1004.01,g
8,92,0.01,982.014,g
8,93,0.01,1041.1,g
8,94,0.01,868.084,g
8,95,0.01,1327.54,g
8,96,0.01,1077.36,gagagagag
8,97,0.01,652.854,gagagagagagagagagagagagagagagagagagag
8,98,0.01,847.9,gagagagagagagagagagagagagagagag
8,99,0.01,1313.65,gagagagagagagagagagagagagagagagagagagagagagagagag
8,100,0.01,1107.52,gagagagagag
8,101,0.01,783.958,gagagagagagagagagagagagagagagagagagagagagag
8,102,0.01,1034.0,gagagagagagagagagagagagagagagagagagagagagagag
8,103,0.01,943.127,gagagagagagagagagagagagagagagagagagagagagagagagag
8,104,0.01,1097.21,gagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,0,0.01,746.07,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,1,0.01,1144.94,g
9,2,0.01,832.384,g
9,3,0.01,1007.61,g
9,4,0.01,1220.06,g g
9,5,0.01,1152.39,g
9,6,0.01,867.593,g g
9,7,0.01,1255.07,gagagag
9,8,0.01,1086.33,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,9,0.01,647.057,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,10,0.01,828.991,gagagagagagagagagagagagagagagagagagagagagagagagagagag
9,11,0.01,1336.29,gagagagagagagagagagagagagagagagag
9,12,0.01,1128.19,gagagagagagagagagagagagagagag
9,13,0.01,786.817,gagagagagagagagagagagagagagagagag
9,14,0.01,1036.8,gagagagagagagagagagagagagagagagagagagag
9,15,0.01,943.341,gagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,16,0.01,1070.71,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,17,0.01,757.289,g
9,18,0.01,1146.59,g
9,19,0.01,831.811,g
9,20,0.01,1012.67,g g g g g g g g g g g g g g g g g g g
9,21,0.01,1238.62,geg g g g g g g g g g g g g
9,22,0.01,1169.21,gig g g g g g
9,23,0.01,861.62,g
9,24,0.01,1311.21,gag
9,25,0.01,1091.68,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,26,0.01,666.005,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,27,0.01,841.155,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,28,0.01,1321.05,gagagagagagagagagagagagagagagagagagagagagag
9,29,0.01,1117.84,gagagagagagagagagagagagagagagagag
9,30,0.01,786.19,gagagagagagagagagagagagagagag
9,31,0.01,1046.74,gagagagagagagagagagagagagagag
9,32,0.01,949.199,g
9,33,0.01,1103.07,gagagagagag
9,34,0.01,651.888,g
9,35,0.01,1457.27,gagagagagag
9,36,0.01,955.123,gagagagagag
9,37,0.01,1253.93,dg
9,38,0.01,1231.38,dg
9,39,0.01,967.176,dg
9,40,0.01,994.34,dg
9,41,0.01,1056.11,dgagagagagag
9,42,0.01,1066.15,g
9,43,0.01,1495.51,g
9,44,0.01,1318.03,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,45,0.01,924.768,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,46,0.01,1010.69,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,47,0.01,863.61,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,48,0.01,990.663,gagagagagagag
9,49,0.01,1223.37,g g g g g g g g g g g g g g g g g g g
9,50,0.01,1207.08,g g g g g g g g g g g g g g g g
9,51,0.01,955.574,g g g g g g g g g g g g g g g g
9,52,0.01,801.598,g g g g g g g g g g g g g g g g g g g
9,53,0.01,680.63,g g g g g g g g g g g g g g g g g g g g g g g
9,54,0.01,919.111,dg g g g g g g g g g g g g g g g g g g g g g g g g
9,55,0.01,1289.6,dg g g g g g g g g g g g g g g g g g g g g g g g g g
9,56,0.01,1103.68,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,57,0.01,795.554,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,58,0.01,959.696,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,59,0.01,1172.91,gagagagagagagagagagagagagagagagagagagagagagagagagagag
9,60,0.01,1085.67,gagagagagagagagagagagagagagagagagagagagagagagagagag
9,61,0.01,810.353,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,62,0.01,773.51,dg
9,63,0.01,570.662,gagagagag
9,64,0.01,742.502,gagagagag
9,65,0.01,1184.31,g
9,66,0.01,1011.06,g
9,67,0.01,746.865,gagagagagagag
9,68,0.01,982.657,gagagagagagagagagagagagagagagagagagagagagagagagagag
9,69,0.01,909.62,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,70,0.01,1037.32,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,71,0.01,738.004,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,72,0.01,1058.96,gagagagagagagagagagagagagagagagagagagagagagagagagagag
9,73,0.01,746.21,gag
9,74,0.01,934.566,g
9,75,0.01,1159.22,gtgtgtgtgtgtg
9,76,0.01,1128.12,g
9,77,0.01,488.669,g
9,78,0.01,1263.08,g g g
9,79,0.01,993.835,gagagagagagagagagagag
9,80,0.01,576.483,gagagagagagagagagagagagagagag
9,81,0.01,732.488,gagagagagag
9,82,0.01,1143.64,gagagagagagagagagagagagagagagagagagag
9,83,0.01,995.581,gagagagagag
9,84,0.01,744.605,gagagagagagagagagagagagagagagagagagagagag
9,85,0.01,989.272,gagagagagagagagagagagagagagagagagagagagagagagag
9,86,0.01,913.013,gagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,87,0.01,1036.49,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,88,0.01,759.959,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,89,0.01,1062.06,gagagagagag
9,90,0.01,831.398,g g g g g
9,91,0.01,923.168,g
9,92,0.01,926.066,g g
9,93,0.01,995.808,g
9,94,0.01,797.56,g
9,95,0.01,1261.37,g
9,96,0.01,990.238,gagagagagagag
9,97,0.01,580.084,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,98,0.01,737.419,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
9,99,0.01,1138.63,gagagagagagagagagagagagagagagagagagagagagag
9,100,0.01,994.073,gagagagagagagagagagagagagagagagagagagag
9,101,0.01,746.007,gagagagagagagagagagagagagagagagagagagagagag
9,102,0.01,992.915,gagagagagagagagagagagagagagagagagagagagagagag
9,103,0.01,905.807,gagagagagagagagagagagagagagagagagagagagagagagagag
9,104,0.01,1039.53,gagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,0,0.01,734.912,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,1,0.01,1055.79,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,2,0.01,747.371,gag g g g g g
10,3,0.01,922.478,gag g g g g
10,4,0.01,1132.35,gig g g g g
10,5,0.01,1109.53,gag g g g g g
10,6,0.01,794.116,g
10,7,0.01,1199.98,g g g g
10,8,0.01,997.235,gagagagagagagagagagagagagagagagagagagagagag
10,9,0.01,579.339,gagagagagagagagagagagagagagagagagagagagagagagagagag
10,10,0.01,732.026,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,11,0.01,1152.06,gag
10,12,0.01,1002.83,gagagagagagagagagagagagagagagagag
10,13,0.01,743.842,gagagagagagagagagagagagagagagagagag
10,14,0.01,992.11,gagagagagagagagagagagagagagagagagagagag
10,15,0.01,905.229,gagagagagagagagagagagagagagagagagagagagagagagag
10,16,0.01,1012.63,gagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,17,0.01,741.762,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,18,0.01,1057.9,gagagagagagag
10,19,0.01,746.733,g g g g g
10,20,0.01,922.814,g g g g g
10,21,0.01,1144.47,g g g
10,22,0.01,1116.29,g g g g g
10,23,0.01,789.911,g
10,24,0.01,1253.94,g
10,25,0.01,999.159,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,26,0.01,587.459,gagagagagagagagagagagagagagagagagagagagagagagagagagag
10,27,0.01,738.149,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,28,0.01,1143.11,gagagagagagagagagagagagagagagagagagagagagag
10,29,0.01,998.348,gagagagagagagagagagagagagagagagagag
10,30,0.01,743.504,gagagagagagagagagagagagagagagagag
10,31,0.01,996.917,gagagagagagagagagagagagagagagagag
10,32,0.01,908.587,gagagagagagagagagagagagagagagagagagagag
10,33,0.01,1042.12,gagagagagagagagagagagagagagagagagagagagagagagagag
10,34,0.01,592.659,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,35,0.01,1365.56,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,36,0.01,832.121,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,37,0.01,1138.45,dg
10,38,0.01,1094.55,g
10,39,0.01,911.797,dg
10,40,0.01,970.229,lg
10,41,0.01,981.81,lg
10,42,0.01,1023.91,dgagagagag
10,43,0.01,1488.36,dgagagagagagagagagagagagagagagagagagagagagagagag
10,44,0.01,1266.18,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,45,0.01,837.088,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,46,0.01,967.542,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,47,0.01,802.049,dgag
10,48,0.01,908.492,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,49,0.01,1147.85,g g g g g g
10,50,0.01,1160.07,g g g g g g g g g g g g g g g g g g g g g
10,51,0.01,900.967,g g g g g g g g g g g g g g g g g g g g g
10,52,0.01,774.96,g g g g g g g g g g g g g g g g g g g g g g g
10,53,0.01,653.847,dg g g g g g g g g g g g g g g g g g g g g g g g
10,54,0.01,866.089,dg g g g g g g g g g g g g g g g g g g g g g g g
10,55,0.01,1274.55,dg g g g g g g g g g g g g g g g g g g g g g
10,56,0.01,1057.17,gagagagagagagagagagagagagagagagagagagagagagagagagagag
10,57,0.01,753.312,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,58,0.01,921.114,gagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,59,0.01,1133.1,gagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,60,0.01,1067.87,gagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,61,0.01,792.02,gagagagag
10,62,0.01,763.63,gag
10,63,0.01,552.487,g
10,64,0.01,722.96,g
10,65,0.01,1170.56,g
10,66,0.01,1007.66,gag
10,67,0.01,744.125,g
10,68,0.01,984.828,gagagagagagagag
10,69,0.01,913.531,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,70,0.01,1040.72,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,71,0.01,738.249,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,72,0.01,1056.93,gagagagagagagagag
10,73,0.01,745.213,g
10,74,0.01,934.124,g g g g g g g g g g g g g g g g
10,75,0.01,1156.06,g g g g g g g
10,76,0.01,1120.03,g
10,77,0.01,481.71,g
10,78,0.01,1254.37,gagagag
10,79,0.01,996.396,gagagagagagagagagagagagagagagagag
10,80,0.01,583.555,gagagagagagagagagagagagagagagagagagag
10,81,0.01,737.014,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagag
10,82,0.01,1141.92,gagagagagagagagagagagagagagagagagagagagag
10,83,0.01,995.93,gagagagagagagagagagagagagagagagag
10,84,0.01,744.383,gagagagagagag
10,85,0.01,992.041,gagagagagagagagagagagagagagagagagagag
10,86,0.01,912.426,gagagagagagagagagagagagagagagagagagagagagag
10,87,0.01,1038.75,gagagagagagagagagagagagagagagagagagagagagagagagagagag
10,88,0.01,761.354,gagagagag
10,89,0.01,1060.39,gagagagag
10,90,0.01,830.768,g
10,91,0.01,919.153,g g g g g
10,92,0.01,924.005,g g g g g
10,93,0.01,995.34,g g g g g g
10,94,0.01,797.295,g
10,95,0.01,1265.7,g
10,96,0.01,987.819,g
10,97,0.01,576.506,gagagagagagagagag
10,98,0.01,740.369,gagagagagagag
10,99,0.01,1135.73,gagagagagagagagagagagagagagagagagagagagagagagag
10,100,0.01,989.588,gagagagagagagagagagagagagagagagagagagagagag
10,101,0.01,744.788,gagagagagagagagagagagagagagagagagagagagagagagag
10,102,0.01,989.658,g
10,103,0.01,903.969,g
10,104,0.01,1038.72,g
11,0,0.01,733.279,g
11,1,0.01,1054.89,g
11,2,0.01,745.91,g
11,3,0.01,922.544,g g g g g
11,4,0.01,1129.25,g g g g g
11,5,0.01,1105.74,g g g g g g
11,6,0.01,796.864,g g g g
11,7,0.01,1198.74,g g g g g g g g g g g
11,8,0.01,996.76,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
11,9,0.01,574.0,gagagagagagagagagagagagagagagagagagagagagagagagag
11,10,0.01,728.642,gagagagagagagagagagagagagagagagagagagagagagagagagagag
11,11,0.01,1156.77,gagagagagagagagagagagagagagagagagag
11,12,0.01,1005.91,gagagagagagagagagagagagagagagag
11,13,0.01,744.789,gagagagagagagagagagagagagagagagag
11,14,0.01,992.162,gagagagagagagagagagagagagagagagagagagag
11,15,0.01,905.022,gagagagagagagagagagagagagagagagagagagagagagagagag
11,16,0.01,1013.69,gagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
11,17,0.01,742.681,dgagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagagag
11,18,0.01,1057.91,dgagagagagagag
